wikidataID,name,country,field,wiki_title_vi,wiki_url_vi,summary_vi,image
Q324896,Ronald Jensen,USA,toán học,,,,
Q254516,Michael Spivak,USA,toán học,,,,
Q178577,Q178577,USA,toán học,,,,
Q153717,Freeman Dyson,USA,toán học,,,,
Q193655,John Hasbrouck van Vleck,USA,toán học,John Hasbrouck van Vleck,https://vi.wikipedia.org/wiki/John_Hasbrouck_van_Vleck,,
Q329158,Yum-Tong Siu,USA,toán học,Yum-Tong Siu,https://vi.wikipedia.org/wiki/Yum-Tong_Siu,"Yum-Tong Siu (tiếng Trung: 蕭蔭堂; sinh ngày 6 tháng 5 năm 1943 tại Quảng Châu, Trung Quốc), là một nhà toán học gốc Trung Quốc, hiện tại đang giữ ghế giáo sư William Elwood Byerly về toán học tại đại học Havard.
Ông là chuyên gia hàng đầu trong lĩnh vực đa biến phức, nghiên cứu của ông liên quan đến giải tích phức, hình học vi phân và hình học đại số. Siu đã giải quyết nhiều giả thuyết khác nhau bằng cách sử dụng ước lượng của bài toán Neumann phức và lý thuyết bó nhân ideal (multiplier ideal sheaves) vào hình học đại số.


== Giáo dục và sự nghiệp ==
Ông nhận bằng cử nhân về toán học tại đại học Hồng Không vào năm 1963, bằng Thạc sĩ toán học tại đại học Minnesota và bằng Tiến sĩ (Ph. D) về toán học tại đại học Princeton vào năm 1966. Ông hoàn tất luận án tiến sĩ của mình:""Coherent Noether-Lasker decomposition of subsheaves and sheaf cohomology"" dưới sự hướng dẫn của nhà toán học nổi tiếng Robert C. Gunning. Trước khi làm việc tại đại học Havard, ông đã giảng dạy tại đại học Purdue, Notre Dame, Yale và Stanford. Năm 1982, ông được nhận vào Harvard với cương vị giáo sư (professor). Ông từng làm hiệu trưởng khoa toán tại đại học Havard.
Năm 2006, ông đã đưa ra một chứng minh cho tính sinh hữu hạn của các vành pluricanonical.


== Giải thưởng và các vinh dự ==
Năm 1993, ông nhận giải Stefan Bergman của Hội toán học Mỹ. Siu đồng thời giữ chức tiến sĩ danh dự của nhiều trường đại học và là thành viên của nhiều viện khoa học nổi tiếng. Ông được mời báo cáo tại đại hội toán học thế giới 3 lần vào các năm 1978 (invited speaker - Complex Analysis), 1983 và 2002 (pleanary speaker).
Từ năm 2003, ông là thành viên ban khoa học của viện nghiên cứu Clay.


== Đọc thêm ==
Göttingen Academy of Sciences
Siu's semicontinuity theorem
List of graduates of University of Hong Kong
Math 55


== Ghi chú ==


== Liên kết ngoài ==
Yum-Tong Siu tại Dự án Phả hệ Toán học
In 2003 and 2004, the Asian Journal of Mathematics dedicated several issues to Siu:
Vol. 7 #4
Vol. 8 #1 and 2
english.cas.cn",https://upload.wikimedia.org/wikipedia/commons/c/cc/Yum-Tong_Siu.jpg
Q310798,Stephen Wolfram,USA,toán học,,,,
Q351366,Emil Leon Post,USA,toán học,,,,
Q275604,Ingrid Daubechies,USA,toán học,,,,
Q371441,Elliott H. Lieb,USA,toán học,,,,
Q128736,John Forbes Nash,USA,toán học,John Forbes Nash,https://vi.wikipedia.org/wiki/John_Forbes_Nash,,
Q239131,Evelyn Fox Keller,USA,toán học,,,,
Q240772,Abraham Wald,USA,toán học,,,,
Q244739,Lloyd Shapley,USA,toán học,Lloyd Shapley,https://vi.wikipedia.org/wiki/Lloyd_Shapley,"Lloyd Stowell Shapley (sinh 2 tháng 6 năm 1923, mất 12 tháng 3 năm 2016) là một nhà toán học và kinh tế học người Mỹ. Ông là Giáo sư danh dự tại đại học California, Los Angeles, liên kết với các khoa Toán học và Kinh tế. Ông đã đóng góp vào các lĩnh vực kinh tế toán học và đặc biệt là lý thuyết trò chơi. Kể từ các nghiên cứu của von Neumann và Morgenstern trong năm 1940, Lloyd Shapley đã được nhiều chuyên gia xem là hiện thân của lý thuyết trò chơi. Cùng với Alvin Roth, Lloyd Shapley đã giành giải Nobel Kinh tế với công trình nghiên cứu Lý thuyết phân phối ổn định và thực tiễn về tạo lập thị trường.


== Tiểu sử ==
Lloyd Shapley sinh ra vào ngày 2 tháng 6 năm 1923, ở Cambridge, Massachusetts, một trong các con trai của nhà thiên văn học Harlow Shapley. Lúc Lloyd Shapley đang là sinh viên đại học Harvard thì phải nhập ngũ vào năm 1943, và trong cùng một năm, là trung sĩ không quân ở Thành Đô, Trung Quốc, ông đã được tặng Ngôi sao đồng do có công trong việc giải mật mã thời tiết của Liên Xô. Sau chiến tranh, ông trở về Harvard và tốt nghiệp với một A.B. ngành toán học vào năm 1948. Sau khi làm việc một năm tại RAND Corporation, ông đã đi đến đại học Princeton, nơi ông nhận bằng tiến sĩ vào năm 1953. Luận án của ông và nghiên cứu sau tiến sĩ tiếp tục ý tưởng của Francis Ysidro Edgeworth giới thiệu các giá trị Shapley và giải pháp cốt lõi của khái niệm trong lý thuyết trò chơi. Sau khi tốt nghiệp, ông vẫn tại Princeton trong một thời gian ngắn trước khi trở lại RAND Corporation từ 1954 đến 1981. Từ năm 1981, ông đã làm giáo sư tại đại học UCLA.


== Tác phẩm nổi tiếng ==
A Value for n-person Games [1953], In Contributions to the Theory of Games volume II, H.W. Kuhn and A.W. Tucker (eds.).
Stochastic Games [1953], Proceedings of National Academy of Science Vol. 39, các trang 1095–1100.
A Method for Evaluating the Distribution of Power in a Committee System [1954] (with Martin Shubik), American Political Science Review Vol. 48, pp. 787–792.
College Admissions and the Stability of Marriage [1962] (with David Gale), The American Mathematical Monthly Vol. 69, pp. 9–15.
Simple Games: An Outline of the Descriptive Theory [1962], Behavioral Science Vol. 7, pp. 59–66.
On Balanced Sets and Cores [1967], Naval Research Logistics Quarterly Vol. 14, pp. 453–460.
On Market Games [1969] (with Martin Shubik), Journal of Economic Theory Vol. 1, pp. 9–25.
Utility Comparison and the Theory of Games [1969], La Decision, pp. 251–263.
Cores of Convex Games [1971] International Journal of Game Theory Vol. 1, pp. 11–26.
The Assignment Game I: The Core [1971] (with Martin Shubik), International Journal of Game Theory Vol. 1, pp. 111–130.
Values of Non-Atomic Games [1974] (with Robert Aumann), Princeton University Press.
Mathematical Properties of the Banzhaf Power Index [1979] (with Pradeep Dubey), Mathematics of Operations Research Vol. 4, pp. 99–132.
Long-Term Competition – A Game-Theoretic Analysis [1994] (with Robert Aumann), In Essays in Game Theory: In Honor of Michael Maschler Nimrod Megiddo (ed.), Springer-Verlag.
Potential Games [1996] (with Dov Monderer), Games and Economic Behavior Vol. 14, pp. 124–143.
On Authority Distributions in Organizations [2003] (with X. Hu), Games and Economic Behavior Vol. 45, pp. 132–152, 153–170.
Multiperson Utility [2008] (with Manel Baucells). Games and Economic Behavior Vol. 62, pp. 329–347.


== Tham khảo ==


== Liên kết ngoài ==
Home Page
Mathematical Genealogy Project
The Shapley Value Lưu trữ ngày 1 tháng 10 năm 2006 tại Wayback Machine
Citation of von Neumann Theory Prize on L.S.Shapley's work Lưu trữ ngày 3 tháng 12 năm 2012 tại Wayback Machine: ""Lloyd Shapley has dominated game theory for the thirty-seven years since von Neumann and Morgenstern published their path-breaking book, The Theory of Games and Economic Behavior.""
Albert Tucker's comment on L.S.Shapley's work. In 1995, Albert W. Tucker mentioned in his passing that Shapley was second only to Von Neumann as the most important researcher in theory of games so far.
Robert Aumann's Nobel lecture Lưu trữ ngày 21 tháng 7 năm 2011 tại Wayback Machine, also see here.

Bản mẫu:2012 Nobel Prize winners",https://upload.wikimedia.org/wikipedia/commons/c/cb/Shapley%2C_Lloyd_%281980%29.jpg
Q431220,Peter L. Hammer,USA,toán học,,,,
Q218575,Percival Lowell,USA,toán học,Percival Lowell,https://vi.wikipedia.org/wiki/Percival_Lowell,"Percival Lawrence Lowell (13/03/1855-12/11/1916) là một thương nhân người Mỹ, đồng thời là một tác giả, một nhà toán học và một nhà thiên văn học luôn tin rằng có kênh đào trên Hỏa tinh. Ông là người sáng lập Đài quan sát Lowell ở Flagstaff, Arizona, và đặt nền móng cho việc khám pha ra Diêm Vương tinh 14 năm sau khi ông qua đời.


== Tham khảo ==


== Sách và tạp chí tham khảo ==
Zahnel K. (2001). ""Decline and Fall of the Martian Empire"". Nature. Quyển 412 số 6843. tr. 209–213. doi:10.1038/35084148. PMID 11449281.
Crossley R. (2000). ""Percival Lowell and the history of Mars"". Massachusetts Review. Quyển 41 số 3. tr. 297–318.
Strauss D. (1994). ""Lowell, Percival, Pickering, W. H. and the founding of the Lowell Observatory"". Annals of Science. Quyển 51 số 1. tr. 37–58. doi:10.1080/00033799400200121.
Trefil J. (1988). ""Turn-of-the-Century American Astronomer Lowell, Percival"". Smithsonian. Quyển 18 số 10. tr. 34–.
Meyer W. B. (1984). ""Life on Mars is almost Certain + Lowell,Percival on Exobiology"". American Heritage. Quyển 35 số 2. tr. 38–43.
Hetherington N. S. (1981). ""Lowell, Percival – Professional Scientist or Interloper"". Journal of the History of Ideas. Quyển 42 số 1. tr. 159–161. doi:10.2307/2709423. JSTOR 2709423.
Heffernan W. C. (1981). ""Lowell, Percival and the Debate over Extraterrestrial Life"". Journal of the History of Ideas. Quyển 42 số 3. tr. 527–530. doi:10.2307/2709191. JSTOR 2709191.
Webb G. E. (1980). ""The Planet Mars and Science in Victorian America"". Journal of American Culture. Quyển 3 số 4. tr. 573. doi:10.1111/j.1542-734X.1980.0304_573.x.
Hoyt W. G.; Wesley W. G. (1977). ""Lowell and Mars"". American Journal of Physics. Quyển 45 số 3. tr. 316–317. Bibcode:1977AmJPh..45..316H. doi:10.1119/1.10630.
Hofling C. K. (1964). ""Percival Lowell and the Canals of Mars"". British Journal of Medical Psychology. Quyển 37 số 1. tr. 33–42. doi:10.1111/j.2044-8341.1964.tb01304.x.",https://upload.wikimedia.org/wikipedia/commons/8/8b/Percival_Lowell_by_James_E._Purdy.jpg
Q148109,Subrahmanyan Chandrasekhar,USA,toán học,Subrahmanyan Chandrasekhar,https://vi.wikipedia.org/wiki/Subrahmanyan_Chandrasekhar,"Subrahmanyan Chandrasekhar (tiếng Tamil: சுப்பிரமணியன் சந்திரசேகர், tiếng Anh: /ˌtʃʌndrəˈʃeɪkɑr/; 19/10/1910 – 21/8/1995) là một nhà thiên văn vật lý người Mỹ gốc Ấn Độ. Ông giành giải Nobel vật lý cùng với William Alfred Fowler do những nghiên cứu của họ trong lý thuyết về cấu trúc và sự phát triển của các ngôi sao. Ông là cháu của Nobel gia người Ấn Độ C. V. Raman. 


== Tiểu sử ==
Chandrasekhar sinh ra ở Lahore, Punjab, Anh Ấn (bây giờ là Pakistan) trong một gia đình Tamil Iyer, là con trai thứ ba trong số mười người con của Sita Balakrishnan, và Chandrasekhara Subrahmanya Iyer, hay còn gọi là C.S. Iyer, một viên chức trong Cơ quan kế toán và kiểm toán Ấn Độ.. Tên gọi Chandrasekhar là một trong những danh hiệu của Shiva, có nghĩa là ""người giữ Mặt Trăng"" trong Sanskrit, và là một tên gọi Hindu phổ biến. Ông chú nội của Chandrasekhar cũng là một nhà vật lý người Ấn Độ và là một Nobel gia C. V. Raman. C. S. Iyer giữ vị trí là phó tổng kiểm toán của cơ quan đường sắt Đông bắc ở Lahore khi Chandrasekhar sinh ra. Tiếng mẹ đẻ của ông là tiếng Tamil. Bố của Chandra cũng có thể chơi nhạc Carnatic bằng violon, ông cũng viết một số quyển sách nghiên cứu về âm nhạc học. Mẹ ông giành công sức để nuôi dưỡng ông trở thành đứa trẻ thông minh và bà còn dịch cuốn ""Ngôi nhà búp bê"" của Henrik Ibsen sang tiếng Tamil. Bà cũng khuyến khích phát triển sớm trí tò mò của Chandra.
Chandrasekhar được học ở nhà từ bé cho đến cấp hai và sau đó ông học trường phổ thông Hindu, ở Triplicane, Madras, Anh Ấn từ 1922-1925. Sau khi tốt nghiệp, ông học tại trường Presidency College, Chennai từ 1925 đến 1930, nhận bằng cử nhân Vật lý tháng 6 năm 1930. Tháng 7 năm 1930, Chandrasekhar nhận được học bổng của chính phủ Ấn Độ để học tập tại đại học Cambridge, nơi ông học là Trinity College và trở thành sinh viên nghiên cứu dưới sự hướng dẫn của giáo sư R. H. Fowler. Theo lời khuyên của giáo sư P. A. M. Dirac, một nhà vật lý nổi tiếng và cũng hướng dẫn ông, 
Chandrasekhar đến nghiên cứu 1 năm tại Institut for Teoretisk Fysik (Viện Vật lý lý thuyết) ở Copenhagen Đan Mạch, nơi ông gặp giáo sư Niels Bohr. Hè năm 1933, Chandrasekhar nhận bằng tiến sĩ tại đại học Cambridge, và vào tháng 10 ông được chọn làm thành viên danh dự của Trinity College trong giai đoạn 1933-37. Trong thời gian này, ông trở thành người quen của giáo sư Sir Arthur Eddington và giáo sư E. A. Milne. Tháng 9 năm 1936, Chandrasekhar cưới Lalitha Doraiswamy, là bạn học cùng trường Presidency College, Madras, và ông là người hướng dẫn năm thứ nhất cho cô. Trong tự truyện Nobel của ông, Chandrasekhar viết ""sự hiểu biết kiên nhẫn của Lalitha, sự ủng hộ và động viên của bà ấy là nhân tố chính trong cuộc sống của tôi.""


== Sự nghiệp ==


== Giải Nobel ==


== Tham khảo ==",
Q356638,Fred Irvin Diamond,USA,toán học,,,,
Q276980,Alexander Weinstein,USA,toán học,,,,
Q426855,George Lusztig,USA,toán học,,,,
Q351822,John Tate,USA,toán học,John Tate,https://vi.wikipedia.org/wiki/John_Tate,"John Torrence Tate Jr. (sinh ngày 13/3/1925 - mất ngày 16/10/2019) là một nhà toán học người Mỹ, với những đóng góp nền tảng trong lĩnh vực lý thuyết số đại số và các lĩnh vực liên quan đến hình học đại số. Năm 2010, ông giành giải thưởng Abel, một trong những giải thưởng lớn nhất của ngành toán học. Tate từng được miêu tả là ""một trong những nhà toán học có ảnh hưởng cho nửa cuối thế kỉ"" bởi nhà toán học William Beckner, trưởng khoa toán của Đại học Texas.


== Tiểu sử ==
John Tate sinh ra tại Minneapolis. Ông nhận bằng cử nhân toán học tại Đại học Harvard, và bằng tiến sĩ tại Đại học Princeton năm 1950 dưới sự hướng dẫn của Emil Artin. Tate dạy toán tại Harvard trong 36 năm trước khi chuyển đến khoa Toán Đại học Texas năm 1990. Ông đã nghỉ hưu năm 2009, và hiện tại ông đang sống ở Cambridge, Massachusetts. John Tate có một vợ, bà Carol và ba con gái.


== Nghiên cứu Toán học ==
Luận văn của Tate (1950) trên giải tích Fourier trong trường số đã cho trở thành một trong những nguyên liệu quan trọng cho lý thuyết hiện đại của các dạng tự đẳng cấu và các L-hàm số của chúng, đặc biệt là các ứng dụng của nó vành adele, tính tự đối ngẫu và giải tích điều hoà trên đó; được chứng minh độc lập và cũng mới trước đó không lâu, Kenkichi Iwasawa cũng thu về được lý thuyết tương tự. Cùng với người thầy Emil Artin, Tate đã bàn về lý thuyết trường các lớp toàn cục bằng đối điều điều, sử dụng các kỹ thuật trong đối đồng điều nhóm áp dụng cho nhóm lớp idele và đối đồng điều Galois. Bài luận giúp làm rõ hơn một số cấu trúc đại số so với các tiếp cận trước kia với lý thuyết trường các lớp, cách tiếp cận trước sử dụng đại số chia tâm để tính nhóm Brauer của trường toàn cục.
Sau đó, Tate đã giới thiệu các nhóm đối đồng điều Tate.Trong các thập kỷ sau sự phát hiện này, ông mở rộng đối đồng điều của Galois với đối ngẫu Poitou–Tate, nhóm Tate–Shafarevich, và các quan hệ với K-lý thuyết đại số. Cùng với Jonathan Lubin, ông viết lại lý thuyết trường lớp địa phương bằng cách dùng các nhóm hình thức, lý thuyết địa phương Lubin–Tate của phép nhân phức.
Ông cũng tạo ra nhiều cống hiến cho lý thuyết p-adic; chẳng hạn như, phát minh không gian giải tích cứng của Tate có thể được cho là đã sinh ra toàn bộ trường hình học giải tích cứng. Ông tìm ra lý thuyết p-adic tương tự với lý thuyết Hodge,nay gọi là lý thuyết Hodge–Tate, trở thành một trong những kỹ thuật quan trọng của lý thuyết số đại số. Các phát minh khác của ông bao gồm tham số hoá ""đường cong Tate"" cho một số đường cong elliptic p-adic và các nhóm p-chia được (Tate–Barsotti).
Rất nhiều kết quả của ông chưa được xuất bản ngay lập tích và một vài trong số đó được viết được nhắc tới bởi Serge Lang, Jean-Pierre Serre, Joseph H. Silverman và một số nhà toán học khác. Tate và Serre đã cộng tác với nhau để nghiên cứu về rút gọn tốt của các đa tạp abel. Phân loại các đa tạp abel trên trường hữu hạn được thực hiện bởi Taira Honda và Tate (thành định lý Honda–Tate).
Các giả thuyết Tate đều tương tự với đối đồng điều étale của giả thuyết Hodge.Chúng đều liên quan đến việc tác động Galois trên đối đồng điều ℓ-adic của đa tạp đại số, chỉ ra một không gian của các  ""chu trình Tate"" (các chu trình đã được cố định cho tác động xoắn Tate) có thể chọn ra các chu trình đại số. Hiện nay bài toán này vẫn là bài toán mở. Một trường hợp đặc biệt của giải thuyết này có trong bài chứng minh cho giả thuyết Mordell bởi Gerd Faltings.
Tate ngoài ra cũng có ảnh hướng lên cho lý thuyết số nhờ vai trò làm cố vấn cho luận văn tiến sĩ. Các nghiên cứu sinh của ông bao gồm George Bergman, Ted Chinburg, Bernard Dwork, Benedict Gross, Robert Kottwitz, Jonathan Lubin, Stephen Lichtenbaum, James Milne, V. Kumar Murty, Carl Pomerance, Ken Ribet, Joseph H. Silverman, và Dinesh Thakur.


== Các giải thưởng và vinh danh ==
Abel 2010


== Các bài báo, sách nổi tiếng ==
Tate, John (1950), Fourier analysis in number fields and Hecke's zeta functions, Princeton University Ph.D. thesis under Emil Artin. Reprinted in Cassels, J. W. S.; Fröhlich, Albrecht, biên tập (1967), Algebraic number theory, London: Academic Press, tr. 305–347, MR0215665
Lang, Serge; Tate, John (1958), ""Principal homogeneous spaces over abelian varieties"", American Journal of Mathematics, 80: 659–684, MR0106226
Lubin, Jonathan; Tate, John (1965), ""Formal complex multiplication in local fields"", Annals of Mathematics, 81: 380–387, MR0172878
Tate, John (1966), ""Endomorphisms of abelian varieties over finite fields"", Inventiones Mathematicae, 2: 134–144, MR0206004
Tate, John (1967), ""p-divisible groups"", trong Springer, T. A. (biên tập), Proceedings of a Conference on Local Fields, Springer-Verlag, tr. 158–183, MR0231827
Artin, Emil; Tate, John (2009) [1967], Class field theory, AMS Chelsea Publishing, ISBN 978-0-821-84426-7, MR2467155
Serre, Jean-Pierre; Tate, John (1968), ""Good reduction of abelian varieties"", Annals of Mathematics, 88: 462–517, MR0236190
Tate, John (1971), ""Rigid analytic spaces"", Inventiones Mathematicae, 12: 257–289, MR0306196
Tate, John (1976), ""Relations between K2 and Galois cohomology"", Inventiones Mathematicae, 36: 257–274, MR0429837


== Tham khảo ==


== Liên kết ngoài ==
Tate's home page
John Tate tại Dự án Phả hệ Toán học",https://upload.wikimedia.org/wikipedia/commons/e/e7/John_Tate.jpg
Q314308,John Vincent Atanasoff,USA,toán học,John Vincent Atanasoff,https://vi.wikipedia.org/wiki/John_Vincent_Atanasoff,"John Vincent Atanasoff, OCM, (4 tháng 10 năm 1903 - 15 tháng 6 năm 1995) là một nhà vật lý và nhà phát minh người Mỹ, nổi tiếng với việc phát minh ra máy tính kỹ thuật số điện tử đầu tiên.
Atanasoff đã phát minh ra máy tính kỹ thuật số điện tử đầu tiên vào những năm 1930 tại Trường Cao đẳng bang Iowa (nay là Đại học Bang Iowa). Những thách thức đối với tuyên bố về phát minh này của ông đã được giải quyết vào năm 1973 khi vụ kiện Honeywell v. Sperry Rand phán quyết rằng Atanasoff là người phát minh ra máy tính này. Chiếc máy chuyên dụng của ông đã được gọi là máy tính Atanasoff–Berry.


== Tuổi thơ ==
Atanasoff sinh ngày 4 tháng 10 năm 1903 tại Hamilton, New York với người cha Ivan Atanasov là một một kỹ sư điện và giáo viên. Cha của Atanasoff là người gốc Bulgaria, sinh năm 1876 tại làng Boyadzhik, gần Yambol, khi đó thuộc Đế chế Ottoman. Khi cha của Atanasov vẫn còn là một đứa trẻ sơ sinh, ông nội của ông đã bị lính Ottoman giết sau cuộc nổi dậy Tháng Tư ở Bulgaria. Năm 1889, Atanasov di cư đến Hoa Kỳ cùng chú của mình. Cha của Atanasoff sau đó trở thành một kỹ sư điện, trong khi mẹ của ông, Iva Lucena Purdy (lai Pháp và Ireland), là một giáo viên dạy toán. Tham vọng và khả năng trí tuệ của Atanasoff thời trẻ một phần bị ảnh hưởng bởi cha mẹ anh, những người có sở thích về khoa học tự nhiên và ứng dụng đã nuôi dưỡng trong anh cảm giác thích tìm tòi và tự tin.
Atanasoff được lớn lên ở Brewster, Florida. Khi chín tuổi, ông học cách sử dụng thước loga, ngay sau đó là nghiên cứu về lôgarit, và sau đó hoàn thành chương trình trung học tại Trường Trung học Mulberry trong hai năm.  Năm 1925, Atanasoff nhận bằng Cử nhân Khoa học về kỹ thuật điện tại Đại học Florida.
Ông tiếp tục học tại Iowa State College và năm 1926 lấy bằng thạc sĩ toán học. Ông hoàn thành chương trình học chính thức vào năm 1930 bằng cách lấy bằng Tiến sĩ. môn vật lý lý thuyết từ Đại học Wisconsin – Madison với luận án có nội dung Hằng số điện môi của Helium. Sau khi hoàn thành bằng tiến sĩ, Atanasoff nhận chức phó giáo sư tại Iowa State College về toán học và vật lý.


== Phát triển máy tính ==

Một phần do quá mệt mỏi khi sử dụng máy tính cơ học Monroe, công cụ tốt nhất dành cho ông khi ông viết luận án tiến sĩ, Atanasoff bắt đầu tìm kiếm các phương pháp tính toán nhanh hơn. Tại bang Iowa, Atanasoff đã nghiên cứu việc sử dụng máy tính Monroe ở chế độ slave và máy tính tabulator của IBM cho các vấn đề khoa học, trong đó điều khiển máy Monroe sử dụng thông tin đầu ra của máy IBM. Năm 1936, ông đã phát minh ra một máy tính tương tự để phân tích hình học bề mặt. Tại thời điểm này, ông đã vượt qua ranh giới của những gì bánh răng có thể làm và dung sai cơ học tốt cần thiết để có độ chính xác tốt đã thúc đẩy Anatasoff xem xét các giải pháp kỹ thuật số.
Với khoản trợ cấp 650 đô la nhận được vào tháng 9 năm 1939 và sự hỗ trợ của sinh viên tốt nghiệp Clifford Berry, Máy tính Atanasoff – Berry (ABC) đã được tạo mẫu vào tháng 11 năm đó. Theo Atanasoff, một số nguyên tắc hoạt động của ABC đã được ông hình thành trong mùa đông năm 1938 sau khi lái xe đến Rock Island, Illinois.
Các ý tưởng chính được sử dụng trong máy ABC bao gồm toán học nhị phân và logic Boole để giải quyết đồng thời 29 phương trình tuyến tính. ABC không có bộ xử lý trung tâm (CPU), nhưng được thiết kế như một thiết bị điện tử sử dụng ống chân không để tính toán kỹ thuật số. Nó cũng có bộ nhớ tụ điện phục hồi hoạt động theo một quy trình tương tự như quy trình được sử dụng ngày nay trong bộ nhớ DRAM.


== Tham khảo ==",
Q339858,Charles C. Conley,USA,toán học,,,,
Q325705,Grigory Margulis,USA,toán học,Grigory Margulis,https://vi.wikipedia.org/wiki/Grigory_Margulis,"Grigory Aleksandrovich Margulis (tiếng Nga: Григо́рий Алекса́ндрович Маргу́лис, sinh ngày 24 tháng 2 năm 1946) là một nhà toán học  người Mỹ gốc Nga được biết đến với công trình nghiên cứu về các dàn trong các nhóm Lie và việc đưa ra các phương pháp của lý thuyết ergodic vào xấp xỉ diophantine. Ông đã được nhận Huy chương Fields vào năm 1978, Giải Wolf về Toán học năm 2005 và Giải thưởng Abel vào năm 2020, trở thành nhà toán học thứ năm nhận được ba giải thưởng này. Năm 1991, ông tham gia giảng dạy tại Đại học Yale, nơi ông hiện là Giáo sư Toán học Erastus L. De Forest.


== Tiểu sử ==
Margulis sinh ra trong một gia đình người Nga gốc Do Thái Litva ở Moskva, Liên Xô.
Năm 1962, ở tuổi 16, ông đã giành được huy chương bạc tại Olympic Toán học quốc tế.
Ông nhận bằng Tiến sĩ năm 1970 tại Đại học Tổng hợp Moskva, bắt đầu nghiên cứu lý thuyết ergodic dưới sự hướng dẫn của Yakov Sinai. Công trình ban đầu của ông với David Kazhdan đã trở thành định lý Kazhdan – Margulis, một kết quả cơ bản về các nhóm rời rạc. Định lý superrigidity của ông từ năm 1975 đã làm sáng tỏ một lĩnh vực của các giả thuyết cổ điển về đặc trưng của các nhóm số học giữa các dàn trong các nhóm Lie.
Ông đã được trao tặng Huy chương Fields vào năm 1978, nhưng không được phép đến Helsinki để nhận trực tiếp, được cho là do thái độ chống lại các nhà toán học Do Thái ở Liên Xô. Vị trí của ông được cải thiện, và vào năm 1979, ông đến thăm Bonn, và sau đó có thể tự do đi lại, mặc dù ông vẫn làm việc tại Viện Các vấn đề về Truyền dẫn thông tin. Năm 1991, Margulis nhận một vị trí chuyên môn tại Đại học Yale.
Margulis được bầu làm thành viên của Viện Hàn lâm Khoa học Quốc gia Hoa Kỳ vào năm 2001. Năm 2012, ông trở thành thành viên danh dự của Hội Toán học Hoa Kỳ.
Năm 2005, Margulis nhận được giải thưởng Wolf vì những đóng góp của ông trong lý thuyết dàn và các ứng dụng của lý thuyết ergodic, lý thuyết biểu diễn, lý thuyết số, tổ hợp và lý thuyết độ đo.
Năm 2020, Margulis nhận Giải thưởng Abel cùng với Hillel Furstenberg ""vì đi tiên phong trong việc sử dụng các phương pháp từ xác suất và động lực học trong lý thuyết nhóm, lý thuyết số và tổ hợp.""


== Các ấn phẩm chọn lọc ==


=== Sách ===
Discrete subgroups of semisimple Lie groups, Ergebnisse der Mathematik und ihrer Grenzgebiete (3) [Results in Mathematics and Related Areas (3)], 17. Springer-Verlag, Berlin, 1991. x+388 pp. ISBN 3-540-12179-X MR1090825
On some aspects of the theory of Anosov systems. With a survey by Richard Sharp: Periodic orbits of hyperbolic flows. Translated from the Russian by Valentina Vladimirovna Szulikowska. Springer-Verlag, Berlin, 2004. vi+139 pp. ISBN 3-540-40121-0ISBN 3-540-40121-0 MR2035655


=== Bài giảng ===
Oppenheim conjecture.  Fields Medallists' lectures,  272–327, World Sci. Ser. 20th Century Math., 5, World Sci. Publ., River Edge, NJ, 1997 MR1622909
Dynamical and ergodic properties of subgroup actions on homogeneous spaces with applications to number theory.  Proceedings of the International Congress of Mathematicians, Vol. I, II (Kyoto, 1990),  193–215, Math. Soc. Japan, Tokyo, 1991 MR1159213


== Chú thích ==",https://upload.wikimedia.org/wikipedia/commons/6/6c/Grigory_Margulis_%282006%29.jpg
Q164401,Simon Newcomb,USA,toán học,,,,
Q385654,Henry Burchard Fine,USA,toán học,,,,
Q333538,Enrico Bombieri,USA,toán học,Enrico Bombieri,https://vi.wikipedia.org/wiki/Enrico_Bombieri,"Enrico Bombieri (sinh ngày 26 tháng 11 năm 1940 tại Milan) là một nhà toán học người Ý, nổi tiếng với công trình nghiên cứu lý thuyết số giải tích, hình học Diophantine, giải tích phức và lý thuyết nhóm. Bombieri hiện là Giáo sư Danh dự của Trường Toán học tại Viện Nghiên cứu Cao cấp ở Princeton, New Jersey. Bombieri đã giành được Huy chương Fields năm 1974 vì những đóng góp của ông cho phương pháp sàn lớn, khái niệm được Linnick đưa ra năm 1941, và ứng dụng của nó vào phân phối của các số nguyên tố.


== Sự nghiệp ==
Năm 1957, Bombieri xuất bản bài báo toán học đầu tiên của mình khi ông chỉ mới 16 tuổi.
Năm 1963, ở tuổi 22, ông lấy bằng cử về toán tại Đại học Milano dưới hướng dẫn của Giovanni Ricci và sau đó theo học tại Trường Trinity, Cambridge với Harold Davenport.
Bombieri là trợ lý giáo sư (1963–1965) và sau đó là giáo sư chính thức (1965–1966) tại Đại học Cagliari, tại Đại học Pisa năm 1966–1974, và sau đó tại Scuola Normale Superiore di Pisa vào năm 1974–1977.
Từ Pisa, ông di cư đến Hoa Kỳ vào năm 1977, nơi ông trở thành giáo sư tại Trường Toán học tại Viện Nghiên cứu Cao cấp, Princeton, New Jersey.
Năm 2011, ông trở thành giáo sư danh dự.


== Chú thích ==",https://upload.wikimedia.org/wikipedia/commons/0/08/Enrico_Bombieri.jpg
Q371555,Maxwell Rosenlicht,USA,toán học,,,,
